collection,campaign,campaign_type,targeting,ad_group,keyword,match_type,bid_usd,daily_budget,language,notes
Health and Wellness,Health and Wellness | Manual Broad,Sponsored Products,Keyword,broad_seeds,gut health book,Broad,0.3,3.5,en,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Health and Wellness,Health and Wellness | Manual Broad,Sponsored Products,Keyword,broad_seeds,stress management book,Broad,0.3,3.5,en,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Health and Wellness,Health and Wellness | Manual Broad,Sponsored Products,Keyword,broad_seeds,wellness habits book,Broad,0.3,3.5,en,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Health and Wellness,Health and Wellness | Manual Broad,Sponsored Products,Keyword,broad_seeds,healthy habits book,Broad,0.3,3.5,en,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Health and Wellness,Health and Wellness | Manual Broad,Sponsored Products,Keyword,broad_seeds,mind body connection book,Broad,0.3,3.5,en,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Health and Wellness,Health and Wellness | Manual Broad,Sponsored Products,Keyword,broad_seeds,holistic health book,Broad,0.3,3.5,en,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Health and Wellness,Health and Wellness | Manual Exact,Sponsored Products,Keyword,exact_titles,reset method book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Health and Wellness,Health and Wellness | Manual Exact,Sponsored Products,Keyword,exact_titles,method book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Health and Wellness,Health and Wellness | Manual Exact,Sponsored Products,Keyword,exact_titles,relationship food book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Health and Wellness,Health and Wellness | Manual Exact,Sponsored Products,Keyword,exact_titles,food broken book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Health and Wellness,Health and Wellness | Manual Exact,Sponsored Products,Keyword,exact_titles,relationship book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Health and Wellness,Health and Wellness | Manual Exact,Sponsored Products,Keyword,exact_titles,broken book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Health and Wellness,Health and Wellness | Manual Exact,Sponsored Products,Keyword,exact_titles,eating without book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Health and Wellness,Health and Wellness | Manual Exact,Sponsored Products,Keyword,exact_titles,without guilt book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Health and Wellness,Health and Wellness | Manual Exact,Sponsored Products,Keyword,exact_titles,eating book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Health and Wellness,Health and Wellness | Manual Exact,Sponsored Products,Keyword,exact_titles,without book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Health and Wellness,Health and Wellness | Manual Exact,Sponsored Products,Keyword,exact_titles,sugar you book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Health and Wellness,Health and Wellness | Manual Exact,Sponsored Products,Keyword,exact_titles,protein book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Health and Wellness,Health and Wellness | Manual Exact,Sponsored Products,Keyword,exact_titles,good fats book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Health and Wellness,Health and Wellness | Manual Exact,Sponsored Products,Keyword,exact_titles,fats bad book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Health and Wellness,Health and Wellness | Manual Exact,Sponsored Products,Keyword,exact_titles,bad fats book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Health and Wellness,Health and Wellness | Manual Exact,Sponsored Products,Keyword,exact_titles,carbohydrates without book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Health and Wellness,Health and Wellness | Manual Exact,Sponsored Products,Keyword,exact_titles,without fear book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Health and Wellness,Health and Wellness | Manual Exact,Sponsored Products,Keyword,exact_titles,carbohydrates book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Health and Wellness,Health and Wellness | Manual Exact,Sponsored Products,Keyword,exact_titles,gut runs book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Health and Wellness,Health and Wellness | Manual Exact,Sponsored Products,Keyword,exact_titles,runs show book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Health and Wellness,Health and Wellness | Manual Exact,Sponsored Products,Keyword,exact_titles,eating hurry book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Health and Wellness,Health and Wellness | Manual Exact,Sponsored Products,Keyword,exact_titles,ultra processed book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Health and Wellness,Health and Wellness | Manual Exact,Sponsored Products,Keyword,exact_titles,processed foods book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Health and Wellness,Health and Wellness | Manual Exact,Sponsored Products,Keyword,exact_titles,processed book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Health and Wellness,Health and Wellness | Manual Exact,Sponsored Products,Keyword,exact_titles,ideal weight book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Health and Wellness,Health and Wellness | Manual Exact,Sponsored Products,Keyword,exact_titles,weight book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Health and Wellness,Health and Wellness | Manual Exact,Sponsored Products,Keyword,exact_titles,starting move book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Health and Wellness,Health and Wellness | Manual Exact,Sponsored Products,Keyword,exact_titles,starting book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Health and Wellness,Health and Wellness | Manual Exact,Sponsored Products,Keyword,exact_titles,walk more book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Health and Wellness,Health and Wellness | Manual Exact,Sponsored Products,Keyword,exact_titles,strength training book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Health and Wellness,Health and Wellness | ASIN Competidores,Sponsored Products,Product (ASIN),competitor_asins,[BUSCAR EN AMAZON: How Not to Die Greger],ASIN,0.4,1.0,en,Reemplazar [BUSCAR EN AMAZON: ...] con el ASIN real (B0XXXXX). Aparecer en paginas de competidores.
Health and Wellness,Health and Wellness | ASIN Competidores,Sponsored Products,Product (ASIN),competitor_asins,[BUSCAR EN AMAZON: Atomic Habits James Clear],ASIN,0.4,1.0,en,Reemplazar [BUSCAR EN AMAZON: ...] con el ASIN real (B0XXXXX). Aparecer en paginas de competidores.
Health and Wellness,Health and Wellness | ASIN Competidores,Sponsored Products,Product (ASIN),competitor_asins,[BUSCAR EN AMAZON: Why We Sleep Matthew Walker],ASIN,0.4,1.0,en,Reemplazar [BUSCAR EN AMAZON: ...] con el ASIN real (B0XXXXX). Aparecer en paginas de competidores.
Personal Finance,Personal Finance | Auto,Sponsored Products,Auto,auto_all,(auto — Amazon elige targets),Auto,0.35,3.5999999999999996,en,Lanzar primero. Dejar 2 semanas. Minar search terms para Manual.
Personal Finance,Personal Finance | Manual Broad,Sponsored Products,Keyword,broad_seeds,personal finance book,Broad,0.3,4.199999999999999,en,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Personal Finance,Personal Finance | Manual Broad,Sponsored Products,Keyword,broad_seeds,money management book,Broad,0.3,4.199999999999999,en,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Personal Finance,Personal Finance | Manual Broad,Sponsored Products,Keyword,broad_seeds,how to save money,Broad,0.3,4.199999999999999,en,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Personal Finance,Personal Finance | Manual Broad,Sponsored Products,Keyword,broad_seeds,investing for beginners,Broad,0.3,4.199999999999999,en,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Personal Finance,Personal Finance | Manual Broad,Sponsored Products,Keyword,broad_seeds,financial freedom book,Broad,0.3,4.199999999999999,en,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Personal Finance,Personal Finance | Manual Broad,Sponsored Products,Keyword,broad_seeds,get out of debt book,Broad,0.3,4.199999999999999,en,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Personal Finance,Personal Finance | Manual Broad,Sponsored Products,Keyword,broad_seeds,budgeting book,Broad,0.3,4.199999999999999,en,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Personal Finance,Personal Finance | Manual Broad,Sponsored Products,Keyword,broad_seeds,wealth building book,Broad,0.3,4.199999999999999,en,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Personal Finance,Personal Finance | Manual Broad,Sponsored Products,Keyword,broad_seeds,financial literacy book,Broad,0.3,4.199999999999999,en,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Personal Finance,Personal Finance | Manual Broad,Sponsored Products,Keyword,broad_seeds,passive income book,Broad,0.3,4.199999999999999,en,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Personal Finance,Personal Finance | Manual Broad,Sponsored Products,Keyword,broad_seeds,retire early book,Broad,0.3,4.199999999999999,en,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Personal Finance,Personal Finance | Manual Broad,Sponsored Products,Keyword,broad_seeds,money mindset book,Broad,0.3,4.199999999999999,en,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Personal Finance,Personal Finance | Manual Exact,Sponsored Products,Keyword,exact_titles,method book,Exact,0.45,3.0,en,Long-tail de titulos propios. Alta intención de compra.
Personal Finance,Personal Finance | Manual Exact,Sponsored Products,Keyword,exact_titles,relationship money book,Exact,0.45,3.0,en,Long-tail de titulos propios. Alta intención de compra.
Personal Finance,Personal Finance | Manual Exact,Sponsored Products,Keyword,exact_titles,money broken book,Exact,0.45,3.0,en,Long-tail de titulos propios. Alta intención de compra.
Personal Finance,Personal Finance | Manual Exact,Sponsored Products,Keyword,exact_titles,relationship book,Exact,0.45,3.0,en,Long-tail de titulos propios. Alta intención de compra.
Personal Finance,Personal Finance | Manual Exact,Sponsored Products,Keyword,exact_titles,broken book,Exact,0.45,3.0,en,Long-tail de titulos propios. Alta intención de compra.
Personal Finance,Personal Finance | Manual Exact,Sponsored Products,Keyword,exact_titles,money not book,Exact,0.45,3.0,en,Long-tail de titulos propios. Alta intención de compra.
Personal Finance,Personal Finance | Manual Exact,Sponsored Products,Keyword,exact_titles,not dirty book,Exact,0.45,3.0,en,Long-tail de titulos propios. Alta intención de compra.
Personal Finance,Personal Finance | Manual Exact,Sponsored Products,Keyword,exact_titles,financial identity book,Exact,0.45,3.0,en,Long-tail de titulos propios. Alta intención de compra.
Personal Finance,Personal Finance | Manual Exact,Sponsored Products,Keyword,exact_titles,financial book,Exact,0.45,3.0,en,Long-tail de titulos propios. Alta intención de compra.
Personal Finance,Personal Finance | Manual Exact,Sponsored Products,Keyword,exact_titles,identity book,Exact,0.45,3.0,en,Long-tail de titulos propios. Alta intención de compra.
Personal Finance,Personal Finance | Manual Exact,Sponsored Products,Keyword,exact_titles,deservingness trap book,Exact,0.45,3.0,en,Long-tail de titulos propios. Alta intención de compra.
Personal Finance,Personal Finance | Manual Exact,Sponsored Products,Keyword,exact_titles,deservingness book,Exact,0.45,3.0,en,Long-tail de titulos propios. Alta intención de compra.
Personal Finance,Personal Finance | Manual Exact,Sponsored Products,Keyword,exact_titles,fear money book,Exact,0.45,3.0,en,Long-tail de titulos propios. Alta intención de compra.
Personal Finance,Personal Finance | Manual Exact,Sponsored Products,Keyword,exact_titles,comfort cost book,Exact,0.45,3.0,en,Long-tail de titulos propios. Alta intención de compra.
Personal Finance,Personal Finance | Manual Exact,Sponsored Products,Keyword,exact_titles,comfort book,Exact,0.45,3.0,en,Long-tail de titulos propios. Alta intención de compra.
Personal Finance,Personal Finance | Manual Exact,Sponsored Products,Keyword,exact_titles,abundance without book,Exact,0.45,3.0,en,Long-tail de titulos propios. Alta intención de compra.
Personal Finance,Personal Finance | Manual Exact,Sponsored Products,Keyword,exact_titles,without pretense book,Exact,0.45,3.0,en,Long-tail de titulos propios. Alta intención de compra.
Personal Finance,Personal Finance | Manual Exact,Sponsored Products,Keyword,exact_titles,abundance book,Exact,0.45,3.0,en,Long-tail de titulos propios. Alta intención de compra.
Personal Finance,Personal Finance | Manual Exact,Sponsored Products,Keyword,exact_titles,without book,Exact,0.45,3.0,en,Long-tail de titulos propios. Alta intención de compra.
Personal Finance,Personal Finance | Manual Exact,Sponsored Products,Keyword,exact_titles,pretense book,Exact,0.45,3.0,en,Long-tail de titulos propios. Alta intención de compra.
Personal Finance,Personal Finance | Manual Exact,Sponsored Products,Keyword,exact_titles,stop being book,Exact,0.45,3.0,en,Long-tail de titulos propios. Alta intención de compra.
Personal Finance,Personal Finance | Manual Exact,Sponsored Products,Keyword,exact_titles,being financial book,Exact,0.45,3.0,en,Long-tail de titulos propios. Alta intención de compra.
Personal Finance,Personal Finance | Manual Exact,Sponsored Products,Keyword,exact_titles,financial victim book,Exact,0.45,3.0,en,Long-tail de titulos propios. Alta intención de compra.
Personal Finance,Personal Finance | Manual Exact,Sponsored Products,Keyword,exact_titles,victim book,Exact,0.45,3.0,en,Long-tail de titulos propios. Alta intención de compra.
Personal Finance,Personal Finance | Manual Exact,Sponsored Products,Keyword,exact_titles,money time book,Exact,0.45,3.0,en,Long-tail de titulos propios. Alta intención de compra.
Personal Finance,Personal Finance | Manual Exact,Sponsored Products,Keyword,exact_titles,rewrite financial book,Exact,0.45,3.0,en,Long-tail de titulos propios. Alta intención de compra.
Personal Finance,Personal Finance | Manual Exact,Sponsored Products,Keyword,exact_titles,financial story book,Exact,0.45,3.0,en,Long-tail de titulos propios. Alta intención de compra.
Personal Finance,Personal Finance | Manual Exact,Sponsored Products,Keyword,exact_titles,rewrite book,Exact,0.45,3.0,en,Long-tail de titulos propios. Alta intención de compra.
Personal Finance,Personal Finance | Manual Exact,Sponsored Products,Keyword,exact_titles,zero debt book,Exact,0.45,3.0,en,Long-tail de titulos propios. Alta intención de compra.
Personal Finance,Personal Finance | Manual Exact,Sponsored Products,Keyword,exact_titles,credit cards book,Exact,0.45,3.0,en,Long-tail de titulos propios. Alta intención de compra.
Personal Finance,Personal Finance | ASIN Competidores,Sponsored Products,Product (ASIN),competitor_asins,[BUSCAR EN AMAZON: Rich Dad Poor Dad Kiyosaki],ASIN,0.4,1.2000000000000002,en,Reemplazar [BUSCAR EN AMAZON: ...] con el ASIN real (B0XXXXX). Aparecer en paginas de competidores.
Personal Finance,Personal Finance | ASIN Competidores,Sponsored Products,Product (ASIN),competitor_asins,[BUSCAR EN AMAZON: The Total Money Makeover Ramsey],ASIN,0.4,1.2000000000000002,en,Reemplazar [BUSCAR EN AMAZON: ...] con el ASIN real (B0XXXXX). Aparecer en paginas de competidores.
Personal Finance,Personal Finance | ASIN Competidores,Sponsored Products,Product (ASIN),competitor_asins,[BUSCAR EN AMAZON: I Will Teach You to Be Rich Sethi],ASIN,0.4,1.2000000000000002,en,Reemplazar [BUSCAR EN AMAZON: ...] con el ASIN real (B0XXXXX). Aparecer en paginas de competidores.
Productivity & Success,Productivity & Success | Auto,Sponsored Products,Auto,auto_all,(auto — Amazon elige targets),Auto,0.35,3.0,en,Lanzar primero. Dejar 2 semanas. Minar search terms para Manual.
Productivity & Success,Productivity & Success | Manual Broad,Sponsored Products,Keyword,broad_seeds,productivity book,Broad,0.3,3.5,en,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Productivity & Success,Productivity & Success | Manual Broad,Sponsored Products,Keyword,broad_seeds,time management book,Broad,0.3,3.5,en,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Productivity & Success,Productivity & Success | Manual Broad,Sponsored Products,Keyword,broad_seeds,success habits book,Broad,0.3,3.5,en,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Productivity & Success,Productivity & Success | Manual Broad,Sponsored Products,Keyword,broad_seeds,goal setting book,Broad,0.3,3.5,en,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Productivity & Success,Productivity & Success | Manual Broad,Sponsored Products,Keyword,broad_seeds,focus book,Broad,0.3,3.5,en,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Productivity & Success,Productivity & Success | Manual Broad,Sponsored Products,Keyword,broad_seeds,getting things done book,Broad,0.3,3.5,en,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Productivity & Success,Productivity & Success | Manual Broad,Sponsored Products,Keyword,broad_seeds,deep work book,Broad,0.3,3.5,en,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Productivity & Success,Productivity & Success | Manual Broad,Sponsored Products,Keyword,broad_seeds,morning routine book,Broad,0.3,3.5,en,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Productivity & Success,Productivity & Success | Manual Broad,Sponsored Products,Keyword,broad_seeds,high performance habits,Broad,0.3,3.5,en,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Productivity & Success,Productivity & Success | Manual Broad,Sponsored Products,Keyword,broad_seeds,procrastination book,Broad,0.3,3.5,en,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Productivity & Success,Productivity & Success | Manual Broad,Sponsored Products,Keyword,broad_seeds,discipline book,Broad,0.3,3.5,en,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Productivity & Success,Productivity & Success | Manual Broad,Sponsored Products,Keyword,broad_seeds,self improvement book,Broad,0.3,3.5,en,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Productivity & Success,Productivity & Success | Manual Exact,Sponsored Products,Keyword,exact_titles,action method book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Productivity & Success,Productivity & Success | Manual Exact,Sponsored Products,Keyword,exact_titles,action book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Productivity & Success,Productivity & Success | Manual Exact,Sponsored Products,Keyword,exact_titles,method book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Productivity & Success,Productivity & Success | Manual Exact,Sponsored Products,Keyword,exact_titles,brain autopilot book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Productivity & Success,Productivity & Success | Manual Exact,Sponsored Products,Keyword,exact_titles,autopilot book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Productivity & Success,Productivity & Success | Manual Exact,Sponsored Products,Keyword,exact_titles,beliefs hold book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Productivity & Success,Productivity & Success | Manual Exact,Sponsored Products,Keyword,exact_titles,hold you book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Productivity & Success,Productivity & Success | Manual Exact,Sponsored Products,Keyword,exact_titles,you back book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Productivity & Success,Productivity & Success | Manual Exact,Sponsored Products,Keyword,exact_titles,beliefs book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Productivity & Success,Productivity & Success | Manual Exact,Sponsored Products,Keyword,exact_titles,growth mindset book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Productivity & Success,Productivity & Success | Manual Exact,Sponsored Products,Keyword,exact_titles,mindset work book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Productivity & Success,Productivity & Success | Manual Exact,Sponsored Products,Keyword,exact_titles,growth book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Productivity & Success,Productivity & Success | Manual Exact,Sponsored Products,Keyword,exact_titles,mindset book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Productivity & Success,Productivity & Success | Manual Exact,Sponsored Products,Keyword,exact_titles,impostor syndrome book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Productivity & Success,Productivity & Success | Manual Exact,Sponsored Products,Keyword,exact_titles,syndrome handbook book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Productivity & Success,Productivity & Success | Manual Exact,Sponsored Products,Keyword,exact_titles,impostor book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Productivity & Success,Productivity & Success | Manual Exact,Sponsored Products,Keyword,exact_titles,syndrome book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Productivity & Success,Productivity & Success | Manual Exact,Sponsored Products,Keyword,exact_titles,handbook book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Productivity & Success,Productivity & Success | Manual Exact,Sponsored Products,Keyword,exact_titles,fear success book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Productivity & Success,Productivity & Success | Manual Exact,Sponsored Products,Keyword,exact_titles,success failure book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Productivity & Success,Productivity & Success | Manual Exact,Sponsored Products,Keyword,exact_titles,success book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Productivity & Success,Productivity & Success | Manual Exact,Sponsored Products,Keyword,exact_titles,failure book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Productivity & Success,Productivity & Success | Manual Exact,Sponsored Products,Keyword,exact_titles,comparison trap book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Productivity & Success,Productivity & Success | Manual Exact,Sponsored Products,Keyword,exact_titles,comparison book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Productivity & Success,Productivity & Success | Manual Exact,Sponsored Products,Keyword,exact_titles,resilience book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Productivity & Success,Productivity & Success | Manual Exact,Sponsored Products,Keyword,exact_titles,self compassion book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Productivity & Success,Productivity & Success | Manual Exact,Sponsored Products,Keyword,exact_titles,compassion without book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Productivity & Success,Productivity & Success | Manual Exact,Sponsored Products,Keyword,exact_titles,without excuses book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Productivity & Success,Productivity & Success | Manual Exact,Sponsored Products,Keyword,exact_titles,compassion book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Productivity & Success,Productivity & Success | Manual Exact,Sponsored Products,Keyword,exact_titles,without book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Productivity & Success,Productivity & Success | ASIN Competidores,Sponsored Products,Product (ASIN),competitor_asins,[BUSCAR EN AMAZON: Atomic Habits James Clear],ASIN,0.4,1.0,en,Reemplazar [BUSCAR EN AMAZON: ...] con el ASIN real (B0XXXXX). Aparecer en paginas de competidores.
Productivity & Success,Productivity & Success | ASIN Competidores,Sponsored Products,Product (ASIN),competitor_asins,[BUSCAR EN AMAZON: Deep Work Cal Newport],ASIN,0.4,1.0,en,Reemplazar [BUSCAR EN AMAZON: ...] con el ASIN real (B0XXXXX). Aparecer en paginas de competidores.
Productivity & Success,Productivity & Success | ASIN Competidores,Sponsored Products,Product (ASIN),competitor_asins,[BUSCAR EN AMAZON: The One Thing Gary Keller],ASIN,0.4,1.0,en,Reemplazar [BUSCAR EN AMAZON: ...] con el ASIN real (B0XXXXX). Aparecer en paginas de competidores.
Relationships & Communication,Relationships & Communication | Auto,Sponsored Products,Auto,auto_all,(auto — Amazon elige targets),Auto,0.35,3.0,en,Lanzar primero. Dejar 2 semanas. Minar search terms para Manual.
Relationships & Communication,Relationships & Communication | Manual Broad,Sponsored Products,Keyword,broad_seeds,relationships book,Broad,0.3,3.5,en,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Relationships & Communication,Relationships & Communication | Manual Broad,Sponsored Products,Keyword,broad_seeds,communication skills book,Broad,0.3,3.5,en,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Relationships & Communication,Relationships & Communication | Manual Broad,Sponsored Products,Keyword,broad_seeds,how to communicate better,Broad,0.3,3.5,en,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Relationships & Communication,Relationships & Communication | Manual Broad,Sponsored Products,Keyword,broad_seeds,healthy relationships book,Broad,0.3,3.5,en,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Relationships & Communication,Relationships & Communication | Manual Broad,Sponsored Products,Keyword,broad_seeds,boundaries book,Broad,0.3,3.5,en,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Relationships & Communication,Relationships & Communication | Manual Broad,Sponsored Products,Keyword,broad_seeds,toxic relationships book,Broad,0.3,3.5,en,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Relationships & Communication,Relationships & Communication | Manual Broad,Sponsored Products,Keyword,broad_seeds,couples book,Broad,0.3,3.5,en,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Relationships & Communication,Relationships & Communication | Manual Broad,Sponsored Products,Keyword,broad_seeds,family relationships book,Broad,0.3,3.5,en,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Relationships & Communication,Relationships & Communication | Manual Broad,Sponsored Products,Keyword,broad_seeds,social skills book,Broad,0.3,3.5,en,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Relationships & Communication,Relationships & Communication | Manual Broad,Sponsored Products,Keyword,broad_seeds,conflict resolution book,Broad,0.3,3.5,en,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Relationships & Communication,Relationships & Communication | Manual Broad,Sponsored Products,Keyword,broad_seeds,emotional intelligence relationships,Broad,0.3,3.5,en,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Relationships & Communication,Relationships & Communication | Manual Broad,Sponsored Products,Keyword,broad_seeds,dating book,Broad,0.3,3.5,en,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Relationships & Communication,Relationships & Communication | Manual Exact,Sponsored Products,Keyword,exact_titles,bond method book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Relationships & Communication,Relationships & Communication | Manual Exact,Sponsored Products,Keyword,exact_titles,method book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Relationships & Communication,Relationships & Communication | Manual Exact,Sponsored Products,Keyword,exact_titles,you relationship book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Relationships & Communication,Relationships & Communication | Manual Exact,Sponsored Products,Keyword,exact_titles,relationship book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Relationships & Communication,Relationships & Communication | Manual Exact,Sponsored Products,Keyword,exact_titles,fear intimacy book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Relationships & Communication,Relationships & Communication | Manual Exact,Sponsored Products,Keyword,exact_titles,intimacy book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Relationships & Communication,Relationships & Communication | Manual Exact,Sponsored Products,Keyword,exact_titles,relational boundaries book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Relationships & Communication,Relationships & Communication | Manual Exact,Sponsored Products,Keyword,exact_titles,relational book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
